id,title,description,price,size,age,floors,bedroom,city,location,district,house_type,pattern,tags,environment,url,image,CP_value
3330,全新裝潢❤️電梯小資族套房❤️雙租補❤️近中興大學,,7999,8.0,0.1,8,1,台中市,台中市南區學府路,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0e80d9292065822,d34d914ceacbe47fdfbde0545d1cbc71.jpeg,0.0
3331,可貓可狗✨雙租屋補助✨採光佳✨子母車✨家具會補,,7499,11.0,0.0,3,1,台中市,台中市南屯區大昌街,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0763b4289285584,c1389dda7b036c19bc0fb96aaee47811.jpeg,1.4219867493272598
3332,【秒殺正廣】@電梯可貓@可租屋補助@陽台獨洗機車位,,7500,8.0,0.0,2,0,台中市,台中市西屯區順和三街,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0c1d4025449049b,71fdd21550a66e7455f260d30a3271aa.jpeg,0.3549764816964248
3333,拎包入住✨西屯小資秒殺套房❗逢甲公園✨近逢甲夜市✨,,5499,8.0,0.1,1,1,台中市,台中市西屯區西屯路二段,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0a961f291324450,cc3fca6c420d5e5be8a36713ef2c0e51.jpeg,1.0668940980522086
3334,全新未住♥️多戶可選✨雙租補✨陽台獨洗✨採光佳✨,,7999,11.0,0.1,3,1,台中市,台中市太平區光興路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=029bd8291593877,5ccad6880cd1e524581b53ff40b3d6ff.jpeg,0.08269614855407818
3335,✨超美套房✨可貓✨可租補✨陽台獨洗曬✨流理臺,,12799,12.0,0.1,3,1,台中市,台中市西區日新街,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=004d14293231022,2cea45b35c2710bc7f21e0bd30ac8da9.jpeg,1.099348357035391
3336,可租補⚡全新⚡學生最愛⚡逢甲商圈,,6999,10.0,0.0,5,1,台中市,台中市西屯區光明路,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=07223c28361993f,ab8fdff6aff26a5c16b4b9513321581a.jpeg,1.2918235201648443
3337,整棟超新✨陽台獨洗小資首選✨近逢甲文心櫻花,,6999,10.0,0.0,3,1,台中市,台中市西屯區櫻城五街,,電梯大廈,1房1衛 - 1陽台,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=05b21329341597b,9df45d9e297a9cf3a02453efaf5d5088.jpeg,1.641497838474525
3338,近中臺科大✨可短租✨含車位✨電梯套房✨,,11500,10.0,0.0,6,1,台中市,台中市北屯區祥順路二段,,華廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0cc589290399849,77fedc3b57c140a10bc131a32d7d8caa.jpeg,0.24646803336133044
3339,走路到勤益⭐我最方便⭐可租補⭐整棟超新⭐機車位*1,,7299,12.0,0.1,4,1,台中市,台中市太平區中山路二段,,透天厝,1房1廳1衛 - 1陽台,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0fabce29221720c,b506f0ab138b54817bb3692201081f7a.jpeg,0.3086626250865143
3340,近中興大學⭐快搶免仲⭐可租補⭐獨洗共曬⭐限時優惠,,4999,10.0,0.0,3,1,台中市,台中市南區台中路,,透天厝,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0b2d6329203935a,faacc96588f051b22db577f3160bf75d.jpeg,0.051933331939630775
3341,✨精美套房❤小資福音❤中台醫學生首選❤可寵,,5799,8.0,4.8,1,1,台中市,台中市北屯區東山路二段中興巷,,透天厝,1房1衛 - 1室,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0035b718646200d,81363877c22ff9907a580f18e52dfc47.jpeg,0.19858670583634508
3342,免管理費✨可租補✨電梯管理員✨木地板✨,,8500,9.0,7.7,3,1,台中市,台中市北屯區北平路三段,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=00f768226125514,5222a20fc5589bcda506e9e0b883c2b7.jpeg,2.4963029026696164
3343,✨可租補✨近東海工業區✨獨洗曬✨飲水機✨子母車✨,,8999,12.0,0.0,3,1,台中市,台中市西屯區順和七街,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0f2667287534866,d0884eb51332b7d725a134de0a34b368.jpeg,0.30602014799646665
3344,備食材完全可宅在家裡夢想街廚房樓中樓電梯套房可租補,,13500,9.0,0.1,4,1,台中市,台中市龍井區臺灣大道五段/東海夢想街2,,華廈,1房1廳1衛 - 1廚房,,有對外窗;樓中樓,https://www.rakuya.com.tw/rent/rent_item?ehid=0440b427354668c,a16418d32d45c787b142f81e3f7de63a.jpeg,0.27652374581628447
3345,兩房一廳✨可租補✨家具全配✨機車好停✨陽台獨洗,,19999,18.0,0.1,1,2,台中市,台中市北區中清路一段,,透天厝,2房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=07874129145349c,b899b77b0944bdc7ce0e16a69519e36d.jpeg,1.0620823703162474
3346,✨超夯乾淨美屋✨台電計費✨可租補✨近中友百貨✨速洽,,5999,10.0,0.0,4,1,台中市,台中市北區天祥街,,公寓,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0be092288784941,d95b7ca18dc8b724cff75f919c9d79c4.jpeg,0.6207481975963045
3347,✨秒殺物件✨陽台獨洗✨絕美採光✨住戶單純✨秒殺套房,,8499,15.0,0.0,7,1,台中市,台中市北區陜西路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0bfcb529017468a,1f25661e896d5df97012da4785c782ca.jpeg,0.0
3348,長安醫院旁⭐錯過可惜⭐全新電梯⭐陽台獨曬⭐子母車,,6599,10.0,2.4,3,1,台中市,台中市太平區東村八街,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=09925129146766d,05544efd2f89b6a099350bb24c307f9c.jpeg,0.2215646262346292
3349,秒殺逢甲❤獨曬❤電梯精美套房❤可貓寵❤子母車,,7499,10.0,4.7,5,1,台中市,台中市西屯區福星路,,電梯大廈,1房1衛 - 1室,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0dea15186501282,dbf400cdf2438a6fc7f4ebc33d5dd202.jpeg,1.8767755649586988
3350,幸福就是你❤️絕美樓中樓❤️有電梯❤️陽台獨洗,,15999,19.0,0.1,7,0,台中市,台中市北屯區南京東路三段,,透天厝,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=086640293402851,fef70ce35366f501e92835b12284c537.jpeg,0.8627319445981012
3351,西區公益⛅可貓⛅可租補⛅機車位⛅西屯中清⛅,,6499,10.0,3.0,1,1,台中市,台中市西區篤行路,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=03dbab291836418,93e1761210ac9a3e1511d086507b862b.jpeg,1.4512536241580707
3352,逢甲❤可租屋補助❤可貓咪❤共洗共曬❤機車位❤子母車,,4999,10.0,0.0,5,1,台中市,台中市西屯區福上巷,,電梯大廈,1房1廳1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0f66ef274767302,a4835c2f76f98c0296c452a863ec7a28.jpeg,1.8111749513946231
3353,勤益秒殺✨小資最愛✨代收包裹✨機車好停✨IG搶先看,,5299,11.0,0.1,4,1,台中市,台中市太平區中山路二段,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0fcf7b291804531,920c982b52ef649160205a95316914ce.jpeg,0.32113080654859766
3354,走路到勤益⭐雙租補可貓寵⭐全新未住電梯⭐機車位1,,8799,13.0,0.0,3,1,台中市,台中市太平區中山路二段,,電梯大廈,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01abbb29147135b,bc55578d8c0c2414290f7e9d6ba3e941.jpeg,0.30179381597393096
3355,近中興大學⭐免仲介費可租補⭐獨洗共曬⭐小資族最愛我,,4999,10.0,0.0,3,1,台中市,台中市東區七中路,,透天厝,1房1廳1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=035a4c291465605,1d052314f838c6792f0021a15f4a4d59.jpeg,0.0
3356,✨無人不愛✨逢甲可貓✨陽台獨洗✨乾濕分離✨,,10499,13.0,0.1,4,1,台中市,台中市西屯區河南路二段,,透天厝,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=00cb35291797819,d15024fd502d526284e004b049a2a391.jpeg,1.267243517095314
3357,❤️東海商圈❤️共洗陽台曬❤️可租補全採光機車好停,,3999,7.0,8.0,2,1,台中市,台中市龍井區新興路,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=032cfd28300121b,c4890b4c5efdd560cee7c1b5729c7586.jpeg,0.3896698637392301
3358,❤️電梯可租補❤️陽台獨洗曬❤️子母車飲水機,,8999,10.0,0.1,7,1,台中市,台中市西屯區順和七街,,透天厝,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d3034279883932,739832eda382d78c8ef92dc9785e0beb.jpeg,0.30602014799646665
3359,電梯別墅☆子母車☆可租補☆飲水機☆需冰箱、電視可配,,10000,12.0,1.4,3,1,台中市,台中市南屯區大川街,,電梯大廈,1房1衛 - 1陽台,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=03280827938202b,b6164d4c0e69bad933954da1a076fcfa.jpeg,1.166147427982352
3360,電梯透天☆可雙租補☆子母車☆陽台獨曬☆飲水機,,8800,10.0,3.4,4,1,台中市,台中市西屯區福上巷,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=076595278182499,51740fde0b1e571727f32f65ca432e39.jpeg,1.689618733259318
3361,爬梯3樓☆陽台獨洗☆乾濕分離☆聯網電視☆變頻冷氣,,9800,11.0,5.4,3,1,台中市,台中市西屯區大有一街,,公寓,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=04f7a6277022085,28f580c5fa58c17dda00b20b40a3ed38.jpeg,1.41805880843403
3362,✨可貓咪✨租屋補助✨陽台獨洗✨台電✨請加賴✨,,7999,13.0,0.0,4,1,台中市,台中市東區復興路五段,,公寓,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=096e3d290462226,854c3f5f48d977051998a9cf7cd8894b.jpeg,1.605938786118086
3363,三房⚡台水電⚡管理員⚡陽台獨洗⚡子母車⚡雙平面車位,,30000,41.0,0.0,12,3,台中市,台中市東區六順路/大熊康橋,,電梯大廈,3房2廳2衛 - 2陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=033a2028844946f,4c664476663444f4ef009bf9f9a8ca58.jpeg,0.0
3364,♥️可雙租補✨近東海工業區✨全新完工✨乾濕分離,,12999,15.0,0.0,2,1,台中市,台中市龍井區台灣大道五段,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0d22b0288559777,725c3fbb6d3532271259b59af8c44e73.jpeg,0.14657629640745712
3365,承義佩樺｜環瑞通商｜精緻商辦平車,,66000,51.9,0.1,10,0,台中市,台中市西區台灣大道二段/環瑞通商大樓,,電梯大廈,2衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=03e667292266261,43f4e3af7825d108ae1b2588c290ccfe.jpeg,1.252336610806176
3366,鉅虹HOKI｜質感新屋｜三房平車｜稀有釋出,,40000,48.31,2.1,5,3,台中市,台中市北屯區旱溪西路三段/鉅虹HOKI,,電梯大廈,3房2廳2衛 - 2陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0345dc28998848b,3febf819a05ea7d7a05c3007edd23029.jpeg,0.43943660375789134
3367,北區⛅陽台獨洗⛅大陽台⛅電梯⛅文心⛅中清⛅太原⛅,,8499,10.0,2.1,7,1,台中市,台中市北區陜西路,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0e0368292923602,cb74d612d0e772a6a5868042790fa757.jpeg,0.0
3368,北屯⛅兩房兩廳一衛一陽台⛅可租補多租補⛅可貓⛅平車,,27999,42.0,3.1,9,2,台中市,台中市北屯區文心路四段/達麗世紀雙星,,電梯大廈,2房2廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=070b0e291865530,3cf60603a95b271e44e7861e935fbfd8.jpeg,1.938251015940577
3369,北屯昌平⛅可租補⛅陽台獨洗⛅電梯⛅採光超棒⛅,,8499,10.0,1.1,3,1,台中市,台中市北屯區昌平路二段國泰巷,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=07a6ef290122507,149c5de250ff9f827411c5c25b8c2662.jpeg,2.1213299002714368
3370,水湳市場✔走路到中國醫✔子母車,,6199,10.23,2.5,2,1,台中市,台中市北屯區雷中街,,透天厝,1房1衛 - 1陽台,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0def4c195383069,0038bf6d2c84f2f00c5095f2f8916899.jpeg,0.40548357013109676
3371,⭐水湳中國醫⭐可租補⭐設備齊全⭐多間可選⭐陽台獨洗,,7599,11.0,0.1,3,1,台中市,台中市西屯區長安路二段,,華廈,1房1衛 - 1陽台,,陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=044fad29166211d,a471c8d439f701fffc5b131e1da9f322.jpeg,0.8598366381946381
3372,一中❤共洗共曬❤可租屋補助❤可短租❤子母車,,5999,10.0,9.3,3,1,台中市,台中市北區梅亭街,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=061573137675288,5a2a306a40e54929201c41e086bf0781.jpeg,1.4646273486727115
3373,今天天氣好溫暖✨雙租補✨可短租✨採光強✨近興大,,10499,13.0,0.1,4,1,台中市,台中市南區新和街,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=078c32292064752,01647ece1d1da34c17b7b31ecacea556.jpeg,0.043493537248201104
3374,全新落城太平租補中大間精美套✨3種價位歡迎入住,,10000,12.0,0.1,7,0,台中市,台中市太平區市民大道,,電梯大廈,開放式格局,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=03aa7c276052687,9f7260cb4a7e5b9c126a28a53f23339b.jpeg,0.2992415821165285
3375,近水湳校區⭐你最愛大空間⭐陽台獨洗⭐小資族最划算,,8999,13.0,0.0,3,1,台中市,台中市北屯區中清路二段,,透天厝,1房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=01dd09291474152,78294f4b3e2f4e72f3767d202eb10fae.jpeg,0.8626949566874076
3376,近勤益✅可貓可租補✅陽台獨洗有電梯✅小資看這間,,7999,11.0,0.0,4,1,台中市,台中市太平區新平路一段,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0949e328525527f,30469fb0d045f80831b92b3dd5011893.jpeg,0.28790510978086475
3377,可租補✨電梯套房✨子母車✨近新時代✨,,6200,8.0,6.6,5,1,台中市,台中市東區振興路,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0d80db15168697f,118276a1c86db85bb399855066e5660a.jpeg,1.7893580271197527
3378,可租補✨電梯新屋✨陽台獨洗✨免管理費✨流理台✨,,10000,12.0,8.9,3,1,台中市,台中市北屯區大連路二段,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=061c3212289847a,708c71ea5a3d21ac374eb995119c83e2.jpeg,2.2090192540296556
3379,近水湳中國醫✨可租補✨陽台獨曬✨衛浴開窗,,6999,11.0,0.0,5,1,台中市,台中市北屯區文心路三段,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=07252d26606085a,7505ba8777bcee29bdc04fad287b9034.jpeg,0.9483748573740302
3380,可寵⭐短租⭐可租補⭐2月免租金,,6799,10.0,0.0,5,1,台中市,台中市南區合作街,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0aedda293928832,50a8f08e404bc85eb79f62129f1711b0.jpeg,1.3807570567872485
3381,可貓咪⭐電梯免爬⭐小資價⭐正逢甲,,7499,9.5,0.0,7,1,台中市,台中市西屯區福星路,,透天厝,1房1衛,,為邊間,https://www.rakuya.com.tw/rent/rent_item?ehid=0eda34285554326,0d30bbe865f6120dc39ffce4b57d5c2f.jpeg,1.8767755649586988
3382,可租補惠宇三房傢俱電平車,,28000,54.35,0.0,13,3,台中市,台中市北屯區太原路三段,,電梯大廈,3房2廳2衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=06eb0d260724149,3bacb1fd2065fa2975490ef6d66dcde7.jpeg,0.2374082688844208
3383,昌平路整棟透天四大獨立套房+整層客餐廳,,45000,78.0,20.1,4,4,台中市,台中市北屯區昌平路一段,,透天厝,4房2廳4衛 - 2陽台1廚房,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=030e2a292474027,dd926495c2296799a2a20aba91389c09.jpeg,2.00296191637209
3384,近逢甲大學✨陽台獨洗✨可租補✨可貓✨子母車✨飲水機,,7999,10.0,0.1,5,1,台中市,台中市西屯區福上巷,,公寓,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0dbb8f292728695,b2a30aed5013a55afdd3031865e5ddab.jpeg,1.7090537367842824
3385,逢甲大學❤小資首選✔共洗共曬✔採光佳✔子母車✔,,6499,10.0,0.0,2,1,台中市,台中市西屯區福上巷龍欣三弄,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=00bad5280476421,0fceabb515544a6ece8916c4fa2cfd73.jpeg,1.6062215436208374
3386,逢甲❤獨洗獨曬❤可租屋補助❤子母車❤僅此一間❤,,5499,10.0,2.4,6,1,台中市,台中市西屯區河南路二段,,電梯大廈,1房1衛,,,https://www.rakuya.com.tw/rent/rent_item?ehid=019cfc193675124,a5a449a01bf5f3c8f95d779c8e69f7b1.jpeg,1.3704992321672658
3387,太平國小✔電梯✨可貓✔專屬洗衣機,,7999,11.0,0.0,4,1,台中市,台中市太平區中興路,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0444e226635404c,63d771f5e4be2c9e9fb1733a6d33cb4a.jpeg,0.2930098103088943
3388,台中車站✔可貓洗衣機✔子母車✨半年,,5999,10.0,2.2,4,1,台中市,台中市東區復興路四段,,透天厝,1房1衛 - 1陽台,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0e49f920373024e,bae70480c4243e4f620641841532ffab.jpeg,1.977511293875791
3389,超大空間✨租屋補助✅陽台獨洗✨採光超好✨IG搶先看,,15499,15.0,0.1,5,1,台中市,台中市北屯區中清路二段,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0d20f8293248164,92ade2d4a85fe661547c554291af50d4.jpeg,0.8100534176785136
3390,逢甲✔電梯秒殺✔飲水機✔子母車,,6499,14.5,0.0,3,1,台中市,台中市西屯區河南路二段,,電梯大廈,1房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=09bc6e25695486a,b4a25313b4237c8bb19147151043fbbd.jpeg,1.34235724831937
3391,精城sogo商圈❤可雙租屋補助❤可貓寵❤可短租,,5999,8.0,0.1,2,1,台中市,台中市西區大隆路,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0cafc0291089458,5058bb0fb46ae1f961543b20b49e0e2a.jpeg,1.57460658640698
3392,✨電梯陽台獨洗✨台水台電✨租屋補助✨加賴約看✨,,13499,16.0,0.0,5,1,台中市,台中市北區五權路,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0a0b8c293456047,b00f250a24247829fc35ef8632f66aaa.jpeg,0.0
3393,可補助/陽台獨洗/水湳中國醫/室內機車位,,8499,11.0,0.0,3,1,台中市,台中市北屯區中平路,,電梯大廈,1房1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=094ff0225909248,53abdd140271dc2e5c6a0e1433ab213c.jpeg,0.22500489147647343
3394,⭐近中國醫⭐兩房⭐三衛浴⭐可租補⭐台水電⭐傢俱齊全,,16999,40.0,0.1,5,2,台中市,台中市西屯區長安路二段,,公寓,2房1廳3衛 - 2陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=084960292981206,dc96e13526ee44a8b630a6e822dcdd05.jpeg,0.7829869511802998
3395,全新完工電梯別墅@近新光遠百@獨洗曬@流理台,,12000,12.0,0.0,3,1,台中市,台中市西屯區河南路二段,,別墅,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0602dc283770444,a54f7c2b62aaf8d0d2339f60381115f3.jpeg,1.2476907631366776
3397,逢甲大學❤共洗獨曬✔可租屋補助✔子母車,,4499,10.0,0.1,3,1,台中市,台中市西屯區華夏巷西四弄,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0115e6227890790,e6eb53294d3e8f49975372afc6a16ce6.jpeg,2.0461823206318974
3398,小資逢甲✨租屋補助✅實習短租✨採光良好✨IG搶先看,,6499,11.0,0.1,5,1,台中市,台中市西屯區西安街,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=02da10291894331,5260b246ea3293676a00ad7f2061f04b.jpeg,1.7779427516741733
3399,可寵台水電✨含管含汽機車位✨文心森林公園,,31000,25.0,0.1,6,2,台中市,台中市南屯區大墩七街,,電梯大廈,2房2廳1衛 - 1陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0af78a29108303a,751215ef611ac002f98d63bdc581736f.jpeg,0.8728192169031695
3400,✨電梯美屋✨可凸窗曬✨租屋補助✨加賴約看✨,,5499,11.0,0.1,6,1,台中市,台中市西屯區青海路二段,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=06918429308880a,65bdf38f314e466a3e9181894601d7ee.jpeg,1.509473413276271
3401,質感大三房⏳全新裝潢⏳含平車位⏳傢俱全配⏳太宇尊爵,,22999,52.51,0.0,2,3,台中市,台中市北屯區北屯路/太宇尊爵A,,電梯大廈,3房2廳2衛 - 2陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=085f5129323136e,7f3ba48557d9f20bde3f932f772dd1ff.jpeg,0.11491217982383801
3402,整棟全新➕大二房➕可貓咪➕陽台獨洗➕流理台➕子母車,,18999,30.0,0.1,3,2,台中市,台中市北屯區東山路一段,,透天厝,2房1廳1衛 - 1陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=05618f292534859,b84722ffdc9c8ce9b2ea9089c45b5875.jpeg,0.5839496140287327
3403,可寵可補助◕系統裝潢◕獨洗曬◕costco,,7999,10.0,0.0,4,0,台中市,台中市北屯區松竹路二段,,透天厝,開放式格局,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0bdb1e153849159,4010a030fc8ea61ad5447c33b47c5160.jpeg,0.6503388472709605
3404,社宅歐麥尬✨先生小姊這地段✨價值好負擔小,,23000,33.0,0.1,12,3,台中市,台中市西區三民路一段/城市經典,,電梯大廈,3房2廳1衛 - 1陽台1廚房,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0082d8276754373,4b3f79664dbdb75abbed61b009b786d3.jpeg,0.0
3405,✨二房✨可寵✨可租補✨電梯✨,,16999,17.0,3.1,4,2,台中市,台中市西屯區中工三路,,電梯大廈,2房1廳1衛 - 1陽台,,,https://www.rakuya.com.tw/rent/rent_item?ehid=0a496228064093f,10090917b82f65712ba33e7f4b830679.jpeg,0.4798952281427644
3406,✨超便宜三房❤️台水台電✅可租補入戶籍✨電梯管理員,,15999,28.0,0.1,3,3,台中市,台中市北區梅川東路三段,,電梯大廈,3房2廳1衛 - 3陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0a724829316175a,7f2a8eac66e15bc992f5f7b0302a715f.jpeg,0.8542553206882945
3407,秒殺❤小資平價首選❤中國醫精美套房❤黃金地段❤,,2999,8.0,7.1,2,1,台中市,台中市北區大德街,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=041433205464310,adb6f069d295ddaa439aa47e5b686b14.jpeg,1.2049883115393876
3408,✨電梯✨精美兩房✨採光佳✨子母車✨流理臺,,14800,17.0,7.0,2,2,台中市,台中市西屯區天水東街,,電梯大廈,2房1廳1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=04c27120736713a,02be2430f6ccef55137dc5ea5a1f70b9.jpeg,0.8598966583522998
3409,錯過就不在✨西區小資秒殺三房✨可寵子母車魔術大空間,,13999,23.0,0.1,2,3,台中市,台中市西區美村路一段,,公寓,3房1廳1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=09c60e29346792f,a84cfa1c45d716dd8048012d1c2c04a7.jpeg,0.9179374514434863
3410,✨近一中街✅精美裝潢✨含天然瓦斯✨子母車✨飲水機,,8000,11.0,4.6,4,1,台中市,台中市東區進化路,,透天厝,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=03b19d22454460e,a4e1105a984aba263862249c6e382e5d.jpeg,0.0
3411,近勤美✨陽台獨洗✨台水台電✨管理室✨,,8499,11.0,0.1,11,1,台中市,台中市西區公益路,,電梯大廈,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=0d9e50293055356,db09173c8d305de1113a172f0c5daf46.jpeg,0.0
3412,近逢甲✨管理員✨採光佳✨木質地板✨機車位可租,,4999,8.0,0.0,12,1,台中市,台中市西屯區福星路,,電梯大廈,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0fff31280923617,3c2d89349274f8fbcd6aa2613621bff1.jpeg,1.9734666137059693
3413,走路中國醫✨陽台獨洗✨系統裝潢✨衛浴開窗,,6299,10.0,0.0,5,1,台中市,台中市北區美德街,,公寓,1房1衛 - 1陽台,,有對外窗;陽台,https://www.rakuya.com.tw/rent/rent_item?ehid=09082128504082d,dc63bb7c0100e97b50b12f52ff3f52d7.jpeg,1.1204972551471812
3414,樓中樓❤租補❤大空間❤陽台獨洗❤子母車❤近東海榮總,,11799,10.0,0.1,3,1,台中市,台中市西屯區西屯路三段宏恩三巷,,別墅,1房1廳1衛 - 1陽台,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0f9659291861025,01a46fbca3674295a0384b43496940d3.jpeg,0.5568058308842578
3415,✨小資首選✨租屋補助✨秒殺物件✨加賴約看✨,,5999,13.0,0.1,1,1,台中市,台中市太平區富宜路,,透天厝,1房1衛,,有對外窗,https://www.rakuya.com.tw/rent/rent_item?ehid=0b79f629230309f,1a018725ac2d110ca043fa20464e596f.jpeg,0.5033665111683832
